Epoch,Loss_tr,Loss_va
0,0.6115812232833587,0.5894857598543167
1,0.5564797715935296,0.5127922593355179
2,0.47241447830128525,0.4143767035007477
3,0.44648142196312696,0.39702664202451704
4,0.43148622985832197,0.3909450115561485
5,0.41857052155451213,0.37054371970891953
6,0.40289965134584355,0.3733968712091446
7,0.3925370213711907,0.3717286131381988
8,0.38028295984667143,0.37746337896585463
9,0.37065444538791575,0.3461484952569008
10,0.3628633445304238,0.3365626263618469
11,0.35422797969921316,0.32801378703117373
12,0.3473079179475207,0.3266919860243797
13,0.3386334871391734,0.31883692359924315
14,0.33280505150377393,0.3121032645702362
15,0.32453420608937145,0.3102848893404007
16,0.31583005619162546,0.3119644268155098
17,0.3116250163492913,0.31289346289634706
18,0.3054331506122807,0.29726734608411787
19,0.3002903066456079,0.2926977954506874
20,0.29328411499519863,0.30459136480093
21,0.28632190677977515,0.2929148215055466
22,0.2799217319993194,0.2945825238823891
23,0.2750258022445237,0.2880760060548782
24,0.27007902622640967,0.28667190492153166
25,0.26284958547604587,0.2822494410276413
26,0.25862568095027805,0.28572444698214533
27,0.2519294944160687,0.2882139853537083
28,0.24758321809804512,0.2816259654760361
29,0.2432586497707453,0.2764187275469303
30,0.23725306013513184,0.291997015953064
31,0.23378881635909568,0.28087925690412524
32,0.22698132358566075,0.2836870817542076
33,0.22337675862059087,0.29022585558891295
34,0.21783725450744848,0.29035296526551246
35,0.21522588715076685,0.27899849906563756
36,0.20904378257019965,0.2862974542677402
37,0.20561018389815797,0.2902424703836441
38,0.2007955992613025,0.2948130575418472
39,0.19790021714218753,0.3142560242116451
40,0.19306802177775598,0.29745525965094566
41,0.18880847755647853,0.3049860166013241
42,0.18520428587445514,0.30635377901792527
43,0.1826480810562212,0.3343422201275825
44,0.1768984882485771,0.305932619869709
45,0.17411872474681997,0.34922237193584443
46,0.17064200152824063,0.3192039259970188
47,0.16685830774849544,0.3291466645896435
48,0.16425913820166388,0.3288977941274643
49,0.15943999491064606,0.3642475131750107
