Epoch,Loss_tr,Loss_va
0,0.6192455234114297,0.5950949355363846
1,0.5805667989956353,0.49397280943393707
2,0.4832276701927185,0.4279507214426994
3,0.4478314967307156,0.4179011395573616
4,0.43158582362060793,0.39768748861551284
5,0.4165544683684806,0.38391252094507217
6,0.4048039329673102,0.38835443365573885
7,0.3919350627010953,0.3735631378889084
8,0.38097109594839607,0.353673923432827
9,0.37195863973401594,0.35552873599529267
10,0.36314893469124854,0.346560604929924
11,0.35480784144036037,0.3413822324872017
12,0.34726741051446935,0.32579281109571456
13,0.3401114531981205,0.3239433741569519
14,0.3323983951716242,0.3330235649347305
15,0.32718064581493816,0.32899530202150346
16,0.3170146450161456,0.3170197976231575
17,0.312863678352269,0.3138868244886398
18,0.30515305830804046,0.30439095532894134
19,0.29863673277602404,0.30259952539205554
20,0.29330543699657513,0.2962233119606972
21,0.285510931335733,0.2949581170678139
22,0.2809863657296779,0.2912955487072468
23,0.2739543020128009,0.2854161752462387
24,0.2691131508153283,0.2883117878437042
25,0.2628902604053159,0.28571805500984193
26,0.25685018249498104,0.2816970039308071
27,0.25182500660777807,0.2809375663995743
28,0.24582155659526048,0.2867652920484543
29,0.24185127665648956,0.27653023767471313
30,0.2357123024268953,0.2752031996548176
31,0.22999987786333403,0.29289194670319557
32,0.22703548835848042,0.2874253994524479
33,0.2205249420059229,0.2819887781739235
34,0.21581210821628094,0.2902770003676414
35,0.21037040510492955,0.2866728032231331
36,0.20514267267200179,0.2821228177249432
37,0.2022447535816677,0.29422789454460146
38,0.1983037857126019,0.28632221019268034
39,0.19373297763014127,0.3010283438265324
40,0.18843361539747527,0.2986558538377285
41,0.18467884090447234,0.3018025794327259
42,0.1803982382815682,0.3214114791750908
43,0.1769564056653298,0.2952340625524521
44,0.17414370881307698,0.29780124217271803
45,0.1705004702544284,0.3461337622702122
46,0.16606680710682412,0.3354439423382282
47,0.16291695609240828,0.31953479993343353
48,0.1597963119623716,0.32197251936793325
49,0.15714371661265533,0.31209458884596825
